0,0,0,0,0,0,0
0.15075,-0.0018068,-0.0022666,0.00054192,-0.0006469,0.0019316,0.0063472
0.3015,-0.0034031,-0.0052246,0.00090485,-0.0019071,0.0034825,0.013725
0.45226,-0.0047915,-0.00859,0.0011364,-0.0035651,0.0047149,0.021607
0.60301,-0.0059792,-0.012137,0.0012753,-0.0054557,0.0056861,0.029579
0.75376,-0.0069775,-0.01569,0.0013522,-0.0074534,0.0064464,0.037322
0.90451,-0.0078002,-0.019115,0.0013906,-0.0094641,0.0070393,0.044602
1.0553,-0.0084629,-0.022315,0.0014082,-0.011418,0.007501,0.051251
1.206,-0.0089823,-0.025222,0.0014177,-0.013264,0.0078612,0.057163
1.3568,-0.0093754,-0.027794,0.0014277,-0.014968,0.0081436,0.06228
1.5075,-0.0096591,-0.030007,0.0014432,-0.016506,0.0083667,0.066581
1.6583,-0.0098495,-0.031856,0.0014672,-0.017863,0.0085448,0.070078
1.809,-0.0099621,-0.033348,0.0015001,-0.019035,0.0086886,0.072807
1.9598,-0.010011,-0.0345,0.0015414,-0.020023,0.008806,0.074819
2.1105,-0.010009,-0.035335,0.0015895,-0.020833,0.0089029,0.076181
2.2613,-0.0099677,-0.035883,0.001642,-0.021476,0.0089833,0.076964
2.412,-0.009897,-0.036178,0.0016966,-0.021966,0.0090503,0.077246
2.5628,-0.0098055,-0.036253,0.0017508,-0.02232,0.009106,0.077103
2.7135,-0.0097005,-0.036144,0.0018022,-0.022557,0.0091518,0.076612
2.8643,-0.009588,-0.035884,0.0018487,-0.022697,0.009189,0.075845
3.015,-0.0094728,-0.035509,0.0018887,-0.022759,0.0092184,0.074871
3.1658,-0.0093586,-0.035047,0.0019208,-0.022763,0.0092408,0.073751
3.3165,-0.0092483,-0.03453,0.0019441,-0.022728,0.0092568,0.072542
3.4673,-0.0091439,-0.033981,0.0019583,-0.022671,0.0092671,0.071292
3.618,-0.0090467,-0.033425,0.0019633,-0.022609,0.0092721,0.070045
3.7688,-0.0089573,-0.032881,0.0019593,-0.022555,0.0092726,0.068835
3.9196,-0.0088761,-0.032366,0.001947,-0.022522,0.0092691,0.067693
4.0703,-0.008803,-0.031893,0.0019273,-0.022521,0.0092623,0.06664
4.2211,-0.0087374,-0.031474,0.0019012,-0.022558,0.0092527,0.065694
4.3718,-0.0086789,-0.031115,0.0018699,-0.02264,0.009241,0.064866
4.5226,-0.0086267,-0.030823,0.0018349,-0.022772,0.009228,0.064164
4.6733,-0.0085799,-0.0306,0.0017974,-0.022955,0.0092142,0.06359
4.8241,-0.0085378,-0.030446,0.0017589,-0.023189,0.0092004,0.063142
4.9748,-0.0084996,-0.03036,0.0017206,-0.023475,0.0091874,0.062816
5.1256,-0.0084646,-0.030339,0.0016839,-0.023809,0.0091758,0.062605
5.2763,-0.008432,-0.03038,0.00165,-0.024188,0.0091665,0.062498
5.4271,-0.0084015,-0.030476,0.0016199,-0.024608,0.0091601,0.062484
5.5778,-0.0083726,-0.030621,0.0015945,-0.025064,0.0091573,0.062552
5.7286,-0.008345,-0.030809,0.0015747,-0.02555,0.009159,0.062686
5.8793,-0.0083185,-0.031031,0.0015609,-0.026061,0.0091657,0.062875
6.0301,-0.008293,-0.03128,0.0015536,-0.026589,0.0091781,0.063102
6.1808,-0.0082687,-0.031549,0.0015531,-0.02713,0.0091968,0.063355
6.3316,-0.0082457,-0.031829,0.0015594,-0.027676,0.0092222,0.06362
6.4823,-0.0082242,-0.032114,0.0015725,-0.028222,0.0092549,0.063885
6.6331,-0.0082044,-0.032396,0.0015921,-0.028762,0.009295,0.064138
6.7838,-0.0081868,-0.03267,0.0016179,-0.029291,0.0093429,0.064368
6.9346,-0.0081716,-0.032929,0.0016494,-0.029804,0.0093987,0.064567
7.0853,-0.0081592,-0.033168,0.0016859,-0.030297,0.0094623,0.064726
7.2361,-0.0081501,-0.033383,0.0017267,-0.030766,0.0095338,0.064839
7.3869,-0.0081444,-0.033571,0.0017711,-0.031209,0.0096129,0.064901
7.5376,-0.0081425,-0.033727,0.0018181,-0.031623,0.0096992,0.064907
7.6884,-0.0081447,-0.033851,0.001867,-0.032005,0.0097925,0.064856
7.8391,-0.008151,-0.03394,0.0019168,-0.032356,0.0098921,0.064745
7.9899,-0.0081616,-0.033995,0.0019667,-0.032674,0.0099974,0.064576
8.1406,-0.0081766,-0.034015,0.0020158,-0.03296,0.010108,0.064349
8.2914,-0.0081957,-0.034001,0.0020633,-0.033215,0.010223,0.064066
8.4421,-0.008219,-0.033954,0.0021083,-0.03344,0.010341,0.063731
8.5929,-0.0082461,-0.033876,0.0021503,-0.033636,0.010462,0.063347
8.7436,-0.0082767,-0.03377,0.0021887,-0.033807,0.010585,0.062919
8.8944,-0.0083103,-0.033638,0.0022228,-0.033954,0.010708,0.062452
9.0451,-0.0083466,-0.033484,0.0022524,-0.034082,0.010832,0.061951
9.1959,-0.008385,-0.033311,0.002277,-0.034192,0.010954,0.061423
9.3466,-0.0084249,-0.033123,0.0022966,-0.034289,0.011075,0.060873
9.4974,-0.0084655,-0.032923,0.0023111,-0.034376,0.011193,0.060307
9.6481,-0.0085063,-0.032715,0.0023205,-0.034457,0.011307,0.059732
9.7989,-0.0085466,-0.032504,0.0023249,-0.034536,0.011417,0.059153
9.9496,-0.0085855,-0.032292,0.0023247,-0.034615,0.011522,0.058576
10.1,-0.0086225,-0.032084,0.00232,-0.034699,0.011621,0.058006
10.251,-0.0086568,-0.031883,0.0023115,-0.034791,0.011714,0.057449
10.402,-0.0086877,-0.031691,0.0022996,-0.034894,0.011799,0.056909
10.553,-0.0087147,-0.031513,0.0022848,-0.03501,0.011878,0.05639
10.703,-0.0087371,-0.031351,0.0022678,-0.035143,0.011949,0.055895
10.854,-0.0087544,-0.031207,0.0022493,-0.035293,0.012012,0.055429
11.005,-0.0087663,-0.031082,0.0022298,-0.035464,0.012067,0.054992
11.156,-0.0087722,-0.030979,0.0022102,-0.035655,0.012114,0.054587
11.306,-0.0087721,-0.030899,0.0021911,-0.035868,0.012153,0.054215
11.457,-0.0087656,-0.030841,0.0021732,-0.036104,0.012184,0.053876
11.608,-0.0087528,-0.030808,0.0021571,-0.036362,0.012207,0.053572
11.759,-0.0087336,-0.030797,0.0021435,-0.036642,0.012223,0.0533
11.909,-0.0087082,-0.03081,0.0021328,-0.036943,0.012232,0.05306
12.06,-0.0086768,-0.030845,0.0021257,-0.037265,0.012235,0.05285
12.211,-0.0086397,-0.0309,0.0021224,-0.037606,0.012233,0.052669
12.362,-0.0085974,-0.030975,0.0021234,-0.037963,0.012225,0.052514
12.512,-0.0085504,-0.031068,0.002129,-0.038336,0.012213,0.052382
12.663,-0.0084992,-0.031176,0.0021392,-0.038721,0.012197,0.052269
12.814,-0.0084446,-0.031297,0.0021543,-0.039117,0.012179,0.052173
12.965,-0.0083874,-0.031429,0.0021741,-0.03952,0.012159,0.05209
13.115,-0.0083283,-0.031568,0.0021987,-0.039927,0.012138,0.052015
13.266,-0.0082682,-0.031714,0.0022277,-0.040337,0.012117,0.051947
13.417,-0.008208,-0.031861,0.002261,-0.040745,0.012098,0.051879
13.568,-0.0081486,-0.032009,0.0022981,-0.04115,0.012081,0.05181
13.718,-0.008091,-0.032154,0.0023387,-0.041547,0.012066,0.051734
13.869,-0.008036,-0.032293,0.0023823,-0.041935,0.012056,0.051649
14.02,-0.0079846,-0.032425,0.0024282,-0.042311,0.012051,0.051551
14.171,-0.0079377,-0.032546,0.0024759,-0.042672,0.012051,0.051438
14.321,-0.0078961,-0.032654,0.0025248,-0.043016,0.012058,0.051306
14.472,-0.0078606,-0.032747,0.0025741,-0.043342,0.012073,0.051153
14.623,-0.0078319,-0.032824,0.0026231,-0.043646,0.012095,0.050977
14.774,-0.0078107,-0.032884,0.0026711,-0.043929,0.012125,0.050776
14.924,-0.0077974,-0.032924,0.0027175,-0.044189,0.012165,0.05055
15.075,-0.0077926,-0.032945,0.0027615,-0.044425,0.012214,0.050296
15.226,-0.0077966,-0.032945,0.0028026,-0.044637,0.012273,0.050015
